predicted_labels	true_labels	lil_interpretations	gil_interpretations
10	6	[('the quran', -0.2264479398727417), ('this statement', -0.23224403709173203), ('have either', -0.24276265501976013), ('you have either', -0.2681835852563381), ('doubt you have either', -0.2841658787801862)]	['Thank you. I appreciate it', 'Expected that. Thanks for your valuable feedback']
15	15	[('thank you', -0.7813640497624874)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	27	[('a foul', -0.3097121827304363), ('l ##ma', -0.30972859263420105), ('called l ##ma', -0.3332095630466938)]	['Those ears...those horrible ears', 'damn it, you beat me to it']
0	13	[]	"[""That sounds really cool! I'll be there"", 'I love his reaction. ""That was amazing""']"
0	27	[('on red', -0.31047452986240387), ('especially delicious', -0.31733759492635727), ('our one sub', -0.3322262428700924), ('~ 100', -0.35283472388982773), ('the entire political debate', -0.36404844373464584)]	['Spice Burger. Delicious!', 'This sounds like a great idea!']
27	10	[('it was', -0.24933484196662903), ('most likely', -0.26271962001919746), ('have one', -0.27680961415171623), ('the most likely explanation', -0.28125349804759026), ('they have one', -0.28127340134233236)]	"['Yeah, this seems weird to me, too', ""Nope. Don't need rewards at all""]"
7	7	[('is this from', -0.49318958912044764), ('what is this from', -0.5019432378467172)]	['This is a joke, right...?', 'bruh, in what way']
9	2	[('med ##io', -0.08363072574138641), ('ck ##th', -0.09690742194652557), ('was med ##io', -0.09868575260043144), ('zombie bastards', -0.1178144533187151), ('of zombie bastards', -0.1258005453273654)]	['Those ears...those horrible ears', 'damn it, you beat me to it']
0	13	[('the ma ##uve', -0.24083273112773895)]	"[""That sounds really cool! I'll be there"", 'I love his reaction. ""That was amazing""']"
15	15	[('a call', -0.7332617938518524)]	"[""That sounds really cool! I'll be there"", ""I'll be right back!""]"
4	4	[('to believe', -0.04835626482963562), ('kill anyone', -0.05979827046394348), ('a lot easier', -0.0702488124370575), ('a lot', -0.09892575442790985), ('that person', -0.11169372498989105)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
2	4	[('like this', -0.14708420634269714), ('thirty years', -0.15107014775276184), ('first and only', -0.15435193106532097), ('for thirty years', -0.15887960977852345), ('to you', -0.16118590719997883)]	['damn it, you beat me to it', 'I’m not crying. You’re crying']
15	0	[('awesome . thanks man', -0.5016439768951386)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
0	27	[('heard om', -0.2709975391626358), ('no experience', -0.2744389995932579), ('have ever heard om', -0.28070705011487007), ('the sweet ##est things', -0.29731743410229683), ('being mean', -0.3020651862025261)]	"['such a cute boy!', ""he's an awesome bro""]"
0	0	[('lovely cha ##p', -0.415606752038002)]	"['You are an absolute gem', ""he's an awesome bro""]"
27	27	[('as qb', -0.5662379488348961), ('any further apart', -0.5907175652682781)]	['[NAME] is [NAME]', '[NAME] will be [NAME]']
15	0	[]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
15	15	[('burger king', -0.6577260829508305)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	9	[('other places', -0.15788325294852257), ('the beach', -0.1641419529914856), ('over it', -0.1683187633752823), ('a vacation spot', -0.16943494603037834), ('so - cal', -0.17156765423715115)]	"[""Yeah. I'm gonna take a shower"", ""I'm so glad you're annoyed""]"
3	12	[('something l ##ma', 0.005599915981292725)]	['Those ears...those horrible ears', 'damn it, you beat me to it']
27	27	[('its fine', -0.20047995820641518), ('of us', -0.205817099660635), ('the best', -0.20615272410213947), ('think its fine', -0.2145555280148983), ('double / fake', -0.21536474116146564)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
27	25	[('at least', -0.20586087554693222), ('at least for', -0.2207588031888008), ('old ones', -0.225216431543231), ('some sick underground artists', -0.24028118466958404)]	['damn it, you beat me to it', 'Oh, Boy. You into phrenology too']
27	4	[('a crush', -0.0789312906563282), ('deal with', -0.08703131973743439), ('be honest', -0.0958651565015316), ('to deal with', -0.09832987003028393), ('a close friend', -0.10076618380844593)]	['Thank you. I appreciate it', 'Expected that. Thanks for your valuable feedback']
27	27	[]	['Those ears...those horrible ears', 'Wow, that was insane']
27	27	[('regular trips', -0.2746184580028057), ('super bowl', -0.2770834881812334), ('the playoffs', -0.27793585136532784), ('to the playoffs', -0.2863700147718191), ('a super bowl ring', -0.29271178413182497)]	"[""he's an awesome bro"", 'That was so disgusting. VWP']"
27	5	[('in jail', -0.2949031628668308), ('thrown in jail', -0.33198270201683044), ('you thrown in jail', -0.34632989577949047)]	['damn it, you beat me to it', 'If you enjoyed it, go for it']
27	27	[('at least', -0.3471909910440445), ('4 %', -0.3482152335345745), ('what exactly', -0.3555882629007101), ('in 2018', -0.35628108121454716), ('one year', -0.35788498632609844)]	"[""He's most likely been misinformed"", 'No one has asked yet. So...how?!']"
27	25	[('of my', -0.14534439891576767), ('my teeth', -0.16532720625400543), ('out of my', -0.16718007251620293), ('hurts my teeth', -0.18038343451917171), ('comes out of my', -0.18541553989052773)]	['damn it, you beat me to it', 'Get jiggy with it']
0	0	[]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	25	[('initial high', -0.29843882843852043)]	"['pwBPD can have psychosis', ""Nope. Don't need rewards at all""]"
27	0	[('of pic', -0.49003320932388306)]	['[NAME] is [NAME]', '/[NAME]']
27	3	[('for me', -0.15238354355096817), ('another old', -0.15459085814654827)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	15	[('sleep anyway', -0.12885315716266632), ('ya man', -0.13846061378717422), ('to prestige', -0.14267667569220066), ('up to prestige', -0.1517877411097288), ('stayed up to prestige', -0.1574951121583581)]	['Expected that. Thanks for your valuable feedback', 'No kill, only hug']
0	27	[('dead ##er', -0.14934441074728966), ('hot ##s', -0.1519397646188736), ('than wow', -0.1578945443034172), ('on hot ##s', -0.16363474167883396), ('than hot ##s', -0.16562790609896183)]	['Wow, that was insane', 'That was so disgusting. VWP']
7	7	[('with that', -0.351807676255703)]	['bruh, in what way', 'What the fuck are you talking about']
18	18	[('love p', -0.3889837246388197), ('i love p', -0.40226941322907805)]	"['Hahahaha. This. This right here. 😂', ""That sounds really cool! I'll be there""]"
27	22	[('to the', -0.2505020499229431), ('go to the', -0.27237873896956444), ('are fat', -0.2832532487809658), ('to go to the', -0.28918761759996414), ('they are fat', -0.29630931839346886)]	"['Those ears...those horrible ears', ""That'll cost ya""]"
7	6	[('gender critical', -0.16135994344949722), ('a radical feminist', -0.2105431705713272), ('genuinely confused', -0.2333075888454914), ('be a radical feminist', -0.2420244887471199), ('i ', -0.24279266968369484)]	['bruh, in what way', 'What the fuck are you talking about']
15	15	[('thanks i love', -0.6686587864533067)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	2	[('next time', -0.15826805494725704), ('for sure', -0.163170849904418), ('next time .', -0.17156717088073492), ('want to yet', -0.1720951497554779), ('quit for sure though', -0.1782748783007264)]	['Those ears...those horrible ears', 'Thank you. I appreciate it']
27	5	[('that thought', -0.13680654764175415), ('ignore it', -0.14759518206119537), ('your luck', -0.15214903652668), ('of that thought', -0.1562869343906641), ('to ignore it', -0.16351989284157753)]	['Expected that. Thanks for your valuable feedback', 'If you enjoyed it, go for it']
0	0	[('the ideas', -0.33913855999708176), ('killer or survivor', -0.3578575849533081), ('for the ideas', -0.35897885262966156)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	27	[('number ##wang', -0.25853891111910343), ('s number ##wang', -0.26714947260916233)]	['Oh boy, yeah!', 'Oh wow!!!']
0	0	[]	"['Good luck and Godspeed', ""That sounds really cool! I'll be there""]"
2	2	[('blue or red', -0.21136030927300453)]	['damn it, you beat me to it', 'What the fuck are you talking about']
27	17	[('you guys', -0.14903193339705467), ('see you guys', -0.16557465493679047)]	"[""I'll be right back!"", 'Expected that. Thanks for your valuable feedback']"
27	27	[('5 dollars', -0.356338445097208), ('like 5 dollars', -0.37726915813982487)]	"['looks cool, i want it now', ""That'll cost ya""]"
27	27	[('working properly', -0.2890540473163128), ('are not working properly', -0.3199430047534406)]	['Those ears...those horrible ears', 'Expected that. Thanks for your valuable feedback']
27	27	[('their real life', -0.22312719095498323), ('in their real life', -0.2287417023908347)]	['damn it, you beat me to it', 'What the fuck are you talking about']
1	0	"[('s so', -0.11255981400609016), ('the little darling', -0.11440973356366158), (""it ' s so"", -0.11534370109438896), ('hate the little darling', -0.12572099827229977)]"	"[""Didn't realize I'm so famous!"", 'This is a joke, right...?']"
27	4	[('polite society', -0.32957319915294647), ('people uncomfortable', -0.33121989481151104), ('is unusual', -0.33400777354836464), ('of polite society', -0.34585458133369684), ('make people uncomfortable', -0.34654150251299143)]	"[""Don't endorse violence against people"", 'If you enjoyed it, go for it']"
27	3	[('their first goal', -0.12016564607620239), ('really bad', -0.13836841098964214), ('is really bad', -0.15507631562650204)]	['damn it, you beat me to it', 'What a waste of money and time']
27	10	[('make tea', -0.18978113681077957), ('this stuff', -0.1911417543888092), ('my face', -0.19172423891723156), ('to my face', -0.20245936140418053), ('with this stuff', -0.2042922880500555)]	['No worries. Have a nice day', 'Feel you pain. Stay strong']
27	25	[('any farther', -0.33632151037454605), ('to me', -0.33942997828125954), ('other women', -0.3433008994907141), ('on other women', -0.3540730532258749), ('take it any farther', -0.35781789664179087)]	"[""I've wanted this for so long"", ""That sounds really cool! I'll be there""]"
15	15	[('for that', -0.6783759295940399), ('thanks for that .', -0.7240532690193504)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
0	11	[('the morning', -0.23776483535766602), ('of toast', -0.24492468684911728), ('in the morning', -0.2696468234062195), ('some vase ##line', -0.2706110030412674), ('a hot piece', -0.2761666439473629)]	"['I love his reaction. ""That was amazing""', ""That sounds really cool! I'll be there""]"
27	27	[('-LSB- name -RSB-', -0.39805923216044903), ('like -LSB- name -RSB-', -0.40994685562327504)]	['That was so disgusting. VWP', 'Wow, that was insane']
7	3	[('inc ##el content', -0.3145403079688549), ('against inc ##el content', -0.32931818813085556)]	['Oh, Boy. You into phrenology too', 'bruh, in what way']
0	0	[('look cool', -0.31976310908794403), ('that one', -0.33827030658721924), ('does look cool', -0.3514878898859024)]	"[""That sounds really cool! I'll be there"", 'This sounds like a great idea!']"
27	27	[('stink already', -0.20099764317274094), ('ref ##s', -0.2096135951578617), ('ref ##s stink already', -0.2375744739547372)]	['Those ears...those horrible ears', 'Shitty cars made of plastic']
27	27	[('great vengeance', -0.2532231919467449), ('on him', -0.27162398025393486), ('with great vengeance', -0.278450483456254), ('the -LSB- name -RSB-', -0.2917125914245844)]	['Feel you pain. Stay strong', 'Good luck and Godspeed']
7	26	[('so much', -0.22377462685108185)]	['bruh, in what way', 'Is this [NAME]?']
7	6	[('by anything', -0.15373121574521065), ('t ##l ##j', -0.17049671709537506), ('surprised by anything', -0.18292696587741375), ('be surprised by anything', -0.20013604499399662)]	['bruh, in what way', 'And who would you vote for, exactly']
2	9	[('my fe', -0.1719958558678627), ('my fe ##tish', -0.19061936810612679), ('almost too much', -0.20085732266306877), ('been my fe ##tish', -0.21031749434769154), ('is almost too much', -0.21959584765136242)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
0	8	[('like this', -0.11528488621115685), ('something like this', -0.13040955737233162)]	"[""That sounds really cool! I'll be there"", 'That sounds really helpful, thanks so much']"
27	17	[('a shave', -0.2493993192911148), ('getting a shave', -0.26377482153475285), ('a colombian neck tie', -0.26407964061945677), ('while getting a shave', -0.27091087121516466)]	"['damn it, you beat me to it', ""You're only making him hornier""]"
27	27	[('his teammate', -0.27140944451093674), ('that ball control', -0.2756492756307125), ('-LSB- name -RSB-', -0.27957780845463276), ('from his teammate', -0.2825894746929407), ('ball from his teammate', -0.2915174476802349)]	['bruh, in what way', 'And who would you vote for, exactly']
27	22	[('task ##force', -0.40610717982053757), ('ice dealers', -0.40823909640312195), ('traffic offences', -0.4086312800645828), ('a traffic unit', -0.4225449115037918), ('on traffic offences', -0.4234324935823679)]	"['Customer probably lied to you. It happens', ""Hmm. I don't disagree. It's unfortunate""]"
27	7	[('become wealthy', -0.2929859235882759), ('some scale', -0.29467187635600567), ('you made', -0.2985235173255205), ('the statement', -0.30256412737071514), ('most poor people', -0.3086036927998066)]	['bruh, in what way', 'And who would you vote for, exactly']
27	20	"[(""we '"", -0.1823732815682888), ('to your', -0.19664902612566948), ('re almost to your', -0.20948481187224388)]"	"[""I'll be right back!"", 'Feel you pain. Stay strong']"
2	3	[('i hate', -0.21072732657194138), ('my fiance', -0.21382397413253784), ('is my fiance', -0.23462798073887825)]	"[""You don't. Ever. It's robbery"", ""You don't. Ever. It's robbery""]"
27	27	[('right now', -0.2685595899820328), ('right now he is', -0.2927760991733521)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
3	3	[('tried to parent', 0.10446596145629883), ('to parent', -0.034983739256858826), ('they ', -0.0705733448266983), ('hate them', -0.10269197821617126), ('run away', -0.11305152624845505)]	"['damn it, you beat me to it', ""You don't. Ever. It's robbery""]"
0	17	[('the new', -0.22294025123119354)]	"['So, so good', ""he's an awesome bro""]"
27	10	[('to bed', -0.14732426404953003), ('the post', -0.15815582126379013), ('the replies', -0.160222627222538), ('go to bed', -0.1620423085987568), ('got the post', -0.1705811843276024)]	['I know. I get that a lot', 'Thank you. I appreciate it']
27	10	[('an icon', -0.1744090486317873), ('sc ##at', -0.17981429025530815)]	['Wow, that was insane', 'That was so disgusting. VWP']
27	27	[('much more', -0.3601159267127514), ('does repeatedly', -0.3715907074511051), ('eats meat', -0.3797558918595314), ('eats meat and', -0.39029874093830585), ('have never either', -0.39343463722616434)]	['Yeah, this seems weird to me, too', 'The guy just loves drama']
27	10	[('a thing', -0.1990032121539116), ('my country', -0.20829088613390923), ('the modern age', -0.21714521944522858), ('in the modern age', -0.21924874745309353)]	['Wow, that was insane', 'Damn, that was dirty']
9	11	[('for sure', -0.09222963079810143), ('do apologize', -0.10257367417216301), ('for real', -0.10974619537591934), ('a bad run', -0.11403940990567207), ('of luck', -0.11750558391213417)]	['damn it, you beat me to it', 'Thank you. I appreciate it']
0	18	[('a thing', -0.20941222086548805), ('liked -LSB- name -RSB-', -0.21025403961539268), ('-LSB- name -RSB-', -0.21867974661290646), ('the whole love arc', -0.2272660993039608), ('been a thing', -0.22828558646142483)]	"[""That sounds really cool! I'll be there"", ""Genius. I'm so doing this""]"
1	6	[('straight now', -0.18903372064232826), ('your ##e', -0.20202895253896713)]	['That was so disgusting. VWP', 'Wow, that was insane']
1	4	[('my dude', -0.08782476931810379), ('with others', -0.09507657587528229), ('as well', -0.10207326710224152), ('to me', -0.10852192714810371), ('pro - wall', -0.11744086816906929)]	['That was so disgusting. VWP', 'Wow, that was insane']
27	4	[('at least', -0.20784465223550797), ('realize it', -0.21612225100398064), ('at least right', -0.221680399030447), ('a lot', -0.22488161362707615), ('of people', -0.22489984519779682)]	['I know. I get that a lot', 'Yeah, this seems weird to me, too']
27	27	[('99 ##th', -0.3280198238790035)]	['Wow, that was insane', 'That was so disgusting. VWP']
15	15	[('too much', -0.42036817967891693), ('the comments', -0.42824510484933853), ('improper ##ly', -0.44664139300584793), ('this sub', -0.4627174586057663), ('in the comments', -0.49276290461421013)]	['Thank you for your service', 'Also thank you for the advice']
27	2	[('their specialists', -0.16878344118595123), ('a single kill', -0.17866943962872028), ('with their specialists', -0.18051046319305897), ('that last rotation', -0.195584524422884)]	['damn it, you beat me to it', 'What the fuck are you talking about']
27	27	[('do that', -0.249999912455678), ('what options', -0.2507423087954521), ('you have', -0.25220528524369), ('your dad', -0.2546858238056302), ('would do that', -0.2577826911583543)]	['Expected that. Thanks for your valuable feedback', 'damn it, you beat me to it']
27	4	[('hu ##lu', -0.3221147395670414), ('do too', -0.32816415652632713), ('of them', -0.3302292972803116), ('one of them', -0.3344556838274002), ('is hu ##lu', -0.3367991168051958)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
0	0	"[('to know', -0.22337179258465767), ('grand revenge scheme', -0.23551181703805923), (""the ex ' s"", -0.25554934330284595)]"	['Expected that. Thanks for your valuable feedback', 'That sounds really helpful, thanks so much']
27	9	[('this sub', -0.15284391306340694), ('i guess', -0.15619466826319695), ('a bad episode', -0.17172778025269508)]	['Yeah, this seems weird to me, too', 'Wow, that was insane']
27	3	[]	"['damn it, you beat me to it', ""Speak for yourself. YOU don't care""]"
0	0	[('my meat', -0.561644658446312), ('just stunning my meat', -0.6131667830049992)]	"['Awesome map!', ""he's an awesome bro""]"
27	4	[('the millions', -0.2744114436209202), ('caused it', -0.2799462042748928), ('5 minutes', -0.28327248618006706), ('we have', -0.287679061293602), ('vehicles or factories', -0.2926547061651945)]	['Wow, that was insane', 'Expected that. Thanks for your valuable feedback']
1	20	[('just misunderstood', -0.028042040765285492), ('is just misunderstood', -0.04149847477674484), ('every chance', -0.04247232526540756), ('shows up', -0.046134697273373604), ('he shows up', -0.04686308652162552)]	['Expected that. Thanks for your valuable feedback', 'That was so disgusting. VWP']
0	4	[('my hands', -0.24800483882427216), ('into my hands', -0.2675999738276005)]	"[""That sounds really cool! I'll be there"", 'This sounds like a great idea!']"
15	15	[('for explaining', -0.74186235293746)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	3	[('##a toxic', -0.22398020327091217), ('240 face', -0.22625677846372128), ('almost no', -0.23056430369615555), ('way less', -0.23085877671837807), ('i noticed', -0.23087561316788197)]	['God damn I miss this game!', 'She’s so gorgeous, I hate you too']
27	5	[('two years', -0.17648661509156227), ('an illness', -0.17826180160045624), ('of things', -0.18419848941266537), ('with emotions', -0.18468324467539787), ('excessive amounts', -0.18779918178915977)]	['Those ears...those horrible ears', 'damn it, you beat me to it']
27	10	[('the attention', -0.3717968463897705), ('to you', -0.3815728724002838), ('the pictures', -0.398577518761158), ('back to you', -0.40355145931243896), ('no contact', -0.4123128205537796)]	['Get out of my head', 'Feel you pain. Stay strong']
27	27	[('of relationship', -0.34507039189338684), ('a sexuality', -0.34642066806554794), ('a preference', -0.34844616800546646), ('a preference of relationship', -0.3763091927394271), ('is not a sexuality', -0.38016360998153687)]	"[""Speak for yourself. YOU don't care"", 'DONT BE NEEDY. TALK TO OTHER GIRLS']"
1	1	[('of those stereotypes', -0.11961884796619415), ('those stereotypes', -0.12080482020974159), ('all of those stereotypes', -0.12126069515943527), ('pretty funny', -0.1419999934732914)]	['Wow, that was insane', 'Yeah, this seems weird to me, too']
0	18	[('love it', -0.3094637170433998), ('i love it', -0.3328448534011841)]	"['I love his reaction. ""That was amazing""', ""That sounds really cool! I'll be there""]"
27	27	[('broke his', -0.37246921472251415), ('he broke his', -0.38119014725089073)]	['Those ears...those horrible ears', 'so painful to watch']
27	4	[('real women', -0.2812163159251213), ('like that', -0.28542805276811123)]	"['Cuddling. Lots of cuddling', ""he's an awesome bro""]"
27	9	[(' better', -0.23656227067112923), ('the  stupid poor', -0.2437735814601183)]	"['damn it, you beat me to it', ""Speak for yourself. YOU don't care""]"
2	3	[('trusted them', -0.2219439446926117), ('you trusted them', -0.2497928086668253)]	"['damn it, you beat me to it', ""Speak for yourself. YOU don't care""]"
27	17	[('someone else', -0.7142221331596375), ('for you', -0.7187263257801533)]	['If you enjoyed it, go for it', 'No kill, only hug']
27	27	[('##cing them', -0.32502157986164093), ('this comment', -0.3274961840361357), ('entirely wrong', -0.33120371773838997), ('enough predators', -0.33414739184081554), ('the focus', -0.334470534697175)]	"['Those ears...those horrible ears', ""Nope. Don't need rewards at all""]"
27	4	[('the rest', -0.19539828971028328), ('with you', -0.19631049409508705), ('his life', -0.2070030365139246), ('a stupid person', -0.2162590865045786), ('of his life', -0.21781793050467968)]	['Expected that. Thanks for your valuable feedback', 'If you enjoyed it, go for it']
27	10	[('the earth', -0.26854458451271057), ('on the earth', -0.2739096488803625), ('the greatest country', -0.2773459227755666)]	['You described my life!!', 'Happy New Year to you, too!']
27	27	"[(""can ' t me"", -0.36302216351032257), ('the go ##p', -0.37314124405384064), ('discover the go ##p', -0.39467568323016167)]"	['I’m not crying. You’re crying', 'Wow, that was insane']
27	27	[('of them', -0.33393198251724243), ('me ##mes', -0.33695342391729355), ('about it', -0.3430442772805691), ('3 of them', -0.3431191723793745), ('this week', -0.34558197297155857)]	"['Yeah, this seems weird to me, too', ""Nope. Don't need rewards at all""]"
27	27	[('##ged me', -0.17887197248637676), ('a video', -0.17931286618113518), ('are entertaining', -0.18146303854882717), ('his blogs', -0.18412669748067856), ('he ', -0.18471661023795605)]	['Cuddling. Lots of cuddling', 'Expected that. Thanks for your valuable feedback']
27	8	[('better stats', -0.49333589151501656), ('as well', -0.4982699491083622), ('has better stats', -0.5147226732224226), ('s already 23', -0.5223034769296646), ('-LSB- name -RSB-', -0.5260242540389299)]	"['Expected that. Thanks for your valuable feedback', ""Nope. Don't need rewards at all""]"
2	3	[('the pat', -0.2456364631652832), ('fuck the pat', -0.28082069754600525), ('deserve anymore titles', -0.28279902040958405)]	['damn it, you beat me to it', 'What the fuck are you talking about']
0	0	[('my favorite queen', -0.21603240817785263), ('holy crap', -0.21958328038454056), ('-LSB- name -RSB-', -0.22347783669829369), ('so far', -0.2240513227880001), ('become my favorite queen', -0.22717639803886414)]	"['Wow, thanks! Now i am rich again!', ""Thanks, that's what I was looking for!""]"
27	27	[('a box', -0.4041481390595436), ('a present', -0.41026512533426285), ('carry on', -0.41563212871551514), ('like a present', -0.4308003541082144), ('as carry on', -0.43224602565169334)]	['If you enjoyed it, go for it', 'Feel you pain. Stay strong']
2	20	"[(""don ' t like"", -0.1652185097336769), ('a president', -0.16624289751052856), ('decades later', -0.16874205321073532)]"	['This is a joke, right...?', 'What the fuck are you talking about']
3	3	[('to nu ##dity', 0.05316290259361267), ('nu ##dity', 0.010129973292350769), ('a thing', -0.01354215294122696), ('so dumb', -0.031709223985672), ('is this a thing', -0.047811396420001984)]	['This is a joke, right...?', 'What the fuck are you talking about']
27	7	[('razor blade', -0.2931409068405628), ('that demographic', -0.2968595065176487), ('for that demographic', -0.30821146070957184), ('their spouse ##s', -0.31393588334321976), ('aim for that demographic', -0.3163887420669198)]	['bruh, in what way', 'Oh, Boy. You into phrenology too']
2	27	[]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	7	[('##ly oversized', -0.547537662088871), ('are ready', -0.5505074858665466), ('the way', -0.5536052770912647), ('his arms', -0.5563410688191652), ('crossed his arms', -0.5714827198535204)]	['If you enjoyed it, go for it', 'No kill, only hug']
3	27	[('the knee - jerk', 0.021175473928451538), ('do ##xx ##ing', -0.012793287634849548), ('is so silly', -0.02438586950302124), ('come on', -0.03672519326210022), ('##xx ##ing', -0.03887588530778885)]	['damn it, you beat me to it', 'This just oozes passive-agressiveness. I love it!']
27	27	[('two years', -0.24143725261092186), ('were dead', -0.24518601223826408), ('for you', -0.24548953399062157), ('on you', -0.2554391883313656), ('you were dead', -0.256080137565732)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	27	[('at least', -0.464326448738575), ('exactly like that', -0.48410994186997414), ('at least a thousand', -0.4999739630147815), ('look exactly like that', -0.5009694835171103)]	['Cuddling. Lots of cuddling', 'Wow, that was insane']
27	3	[('of passage', -0.2574514262378216), ('what cold', -0.2585868015885353), ('what cold is', -0.2597070075571537), (' this', -0.2619790993630886), ('no idea', -0.27382081374526024)]	"[""I am. I do! You're welcome"", ""Whew. I'm safe then""]"
27	3	[('##ej ##o', -0.26118597760796547), ('##mm ##mers', -0.27879188023507595), ('send ##ej ##o', -0.2830330431461334), ('have always been', -0.2908532116562128), ('re ##mm ##mers', -0.29378251172602177)]	['What a waste of money and time', 'Those ears...those horrible ears']
15	15	[('to us', -0.5522411055862904), ('thank you', -0.5607005655765533), ('this feedback', -0.5639111399650574), ('is gold to us', -0.5894442622084171)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	27	[('the media', -0.21726982295513153), ('the roy', -0.22914861515164375), ('how bad', -0.23283924534916878), ('ds ##j', -0.23928289115428925), ('the ds ##j situation', -0.2677069013006985)]	['Those ears...those horrible ears', 'damn it, you beat me to it']
27	2	[('fucking me', -0.2798779867589474), ('-LSB- name', -0.29344681836664677), ('##cha tai chi', -0.30049191042780876), ('these scrub ##s', -0.30146597512066364), ('on these scrub ##s', -0.3106889510527253)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	4	[]	['Those ears...those horrible ears', 'Your mental gymnastics are absolutely astounding']
27	6	[('encountered that before', -0.2203163132071495), ('stand corrected then', -0.23593122139573097)]	['Expected that. Thanks for your valuable feedback', 'Wow, that was insane']
27	1	[('lo ##l !', -0.3348736520856619)]	['Get you some!!', 'That was so disgusting. VWP']
27	0	[('cease ##s', -0.2749834917485714), ('so called', -0.2835322953760624), ('double ##thi ##nk', -0.2904315497726202), ('so called progress ##ivism', -0.30959546845406294)]	['Those ears...those horrible ears', 'What a waste of money and time']
9	3	[('a small hair', -0.0985029898583889), ('by a small hair', -0.11075527034699917)]	['Thank you. I appreciate it', 'Expected that. Thanks for your valuable feedback']
27	9	[('the offender', -0.17820510640740395), ('a minute', -0.182292178273201), ('the best', -0.1842064931988716), ('full volume', -0.1848757639527321), ('a sailor', -0.18685395643115044)]	['Those ears...those horrible ears', 'damn it, you beat me to it']
27	20	[('the top', -0.3473801091313362), ('in the top', -0.36255189031362534)]	['This is adorable I want an update', 'Can you share a link to video?']
15	15	[('high ground', -0.4931904077529907)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
15	15	[('wal ##mart', -0.6319321990013123), ('of reason', -0.6541288495063782), ('the voice', -0.6614337600767612), ('is wal ##mart', -0.6729086730629206), ('the cal ##ami ##ty', -0.6820058524608612)]	"[""I'm also happy you're still here!!"", ""That sounds really cool! I'll be there""]"
3	9	[('in my town', -0.053932785987854004), ('chinese buffet ##s', -0.06020532548427582), ('are gone', -0.06510854512453079), ('my town', -0.07532420009374619), ('all buffet ##s', -0.08582118898630142)]	['damn it, you beat me to it', 'Wow, that was insane']
27	27	[('being serious', -0.2911945581436157), ('re being serious', -0.29812209866940975)]	['Expected that. Thanks for your valuable feedback', 'Wow, that was insane']
27	27	[('46 ##7', -0.282463189214468)]	['Happy New Year to you, too!', 'Yep. Happy New Years!']
27	27	[('think not', -0.33616444654762745), ('career years', -0.3369871973991394)]	['bruh, in what way', 'Oh, Boy. You into phrenology too']
0	8	[('to go', -0.22551680356264114), ('my life', -0.2335672825574875), ('some time', -0.23955313861370087), ('in my life', -0.252797432243824)]	"['Happy New Year to you, too!', ""That sounds really cool! I'll be there""]"
0	17	[('to you', -0.17517434805631638), ('happy new year', -0.19303616881370544), ('being alone', -0.19443945586681366), ('hung out', -0.19780169799923897), ('the same city', -0.20276788994669914)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
7	27	[('did you here', -0.3017425946891308)]	['bruh, in what way', 'Is this [NAME]?']
27	6	[('of you', -0.1642048954963684), ('s real', -0.16436314210295677), ('not interested', -0.1726996712386608), ('front of you', -0.17300553619861603), ('what ', -0.17327972128987312)]	"['This is a joke, right...?', ""Must be why I'm alive. That sucks""]"
27	27	[('ed ##ging', -0.5142973735928535), ('ed ##ging feels', -0.5278056701645255)]	['Cuddling. Lots of cuddling', 'bruh, in what way']
27	4	[('the same', -0.4372102916240692), ('like the same', -0.46038646437227726), ('look like the same', -0.47119902539998293)]	['Yeah, this seems weird to me, too', 'Oh yeah, from the vulcan council']
27	10	[('lose funding', -0.5125894621014595), ('years ago', -0.5231492668390274), ('changed years ago', -0.5369073562324047)]	"['Expected that. Thanks for your valuable feedback', ""Nope. Don't need rewards at all""]"
27	10	[]	"['damn it, you beat me to it', ""Speak for yourself. YOU don't care""]"
