predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	2	[('semiconductor ##s', -0.22069525718688965), ('what are semiconductor ##s', -0.48447398841381073)]	['What does the Peugeot company manufacture ?', 'How does a hydroelectric dam work ?']
2	2	[('nuclear power', -0.6159527897834778), ('is nuclear power', -0.746500164270401), ('what is nuclear power', -0.8346888236701488)]	['What are binomial coefficients ?', 'What does the Peugeot company manufacture ?']
2	2	[('a tsunami', -0.629919171333313), ('is a tsunami', -0.7151200622320175), ('what is a tsunami', -0.7952173948287964)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
3	3	[('armed forces', -0.6843032836914062), ('of texas', -0.748903676867485), ('state of texas', -0.8239821195602417), ('the armed forces committee', -0.8678393140435219), ('from state of texas', -0.9009446129202843)]	['Who won the Battle of Gettysburg ?', 'Who painted the Sistine Chapel ?']
3	3	[('in 1913', -0.773240715265274), ('was president in 1913', -0.9189887940883636)]	['Who painted the Sistine Chapel ?', 'Who developed the first polio vaccine ?']
5	5	[]	['When did Charles Lindbergh die ?', 'When did Iraqi troops invade Kuwait ?']
4	4	[]	['Where is Romania located ?', 'Where is Guam ?']
1	1	[('lin ##dberg ##h', -0.21263554692268372), ('the atlantic', -0.27293722331523895), ('the plane', -0.2763364166021347), ('across the atlantic', -0.3232019990682602)]	['What U.S. Government agency registers trademarks ?', 'How many people died on D-Day ?']
2	2	[('is genocide', -0.6957921534776688), ('what is genocide', -0.7993208542466164)]	['What are binomial coefficients ?', 'What is object-oriented design ?']
4	4	[('is argentina on', -0.7808267697691917)]	['Where is Romania located ?', 'How big is Australia ?']
4	1	[('the late eighth century', -0.2583450973033905), ('by vikings', -0.2795294225215912)]	['What U.S. Government agency registers trademarks ?', 'Madonna advertises for what soft drink ?']
2	2	[('an earthquake', -0.6533797085285187), ('is an earthquake', -0.7662717625498772), ('what is an earthquake', -0.8296531587839127)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
4	4	[]	['Where is Logan Airport ?', 'Where is Romania located ?']
2	2	[('what are enzymes', -0.5821457058191299)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
3	3	[('discovered oxygen', -0.7645504176616669), ('who discovered oxygen', -0.8626198768615723)]	['Who developed the first polio vaccine ?', 'Who won the Battle of Gettysburg ?']
2	2	[('mas ##h', -0.5282672047615051)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	1	[('louisiana state university', -0.16109567880630493), ('at louisiana state university', -0.25156980752944946), ('the tiger', -0.35211679339408875), ('to the tiger', -0.416094571352005)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
4	4	[]	['Where is Romania located ?', 'Where is Glasgow ?']
3	3	[('the north pole', -0.7517498135566711), ('reach the north pole', -0.8283233791589737)]	['Who developed the first polio vaccine ?', 'Who won the Battle of Gettysburg ?']
2	2	[('an ul ##cer', -0.6866325885057449), ('is an ul ##cer', -0.7469318583607674)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('is vertigo', -0.6936369240283966), ('what is vertigo', -0.788381539285183)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
5	5	[('of summer', -0.33070695400238037)]	['What U.S. Government agency registers trademarks ?', 'When is Bastille Day ?']
2	0	[('the abbreviation', -0.6293424665927887)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	1	[('in britain', -0.460018515586853)]	['What color are tennis balls ?', 'Who won the Battle of Gettysburg ?']
3	3	[('trivial pursuit', -0.7053183913230896), ('invented trivial pursuit', -0.7828766703605652), ('who invented trivial pursuit', -0.86087366938591)]	['What U.S. Government agency registers trademarks ?', 'Who painted the Sistine Chapel ?']
1	1	[('the tr ##op ##osphere', -0.36798223853111267)]	['What exactly is radiation ?', 'What are binomial coefficients ?']
4	4	[('the most water pollution', -0.8073550537228584)]	['Who wrote The Godfather ?', 'Where is Romania located ?']
1	1	[('for elephant', -0.3294864892959595)]	['What is the plural of gulf ?', 'What is a 2-sided object called ?']
3	3	[('her role', -0.5954826474189758), ('the movie', -0.636567160487175)]	['What novel inspired the movie BladeRunner ?', 'Madonna advertises for what soft drink ?']
1	1	[('beverly hill', -0.17229032516479492), ('hunting dog', -0.288165420293808), ('of hunting dog', -0.33174628019332886)]	['Who painted the Sistine Chapel ?', 'Who won the Battle of Gettysburg ?']
4	4	[('##iest place', -0.5853111743927002), ('on earth', -0.663506031036377)]	['Where is Guam ?', 'Where is Romania located ?']
3	3	[('in literature', -0.7883917391300201), ('the nobel prize', -0.8945959806442261)]	['Who developed the first polio vaccine ?', 'Who won World War II ?']
1	1	[('be mixed', -0.35465919971466064), ('to be mixed', -0.37547409534454346), ('the color', -0.5030117034912109), ('the color pink', -0.5363899171352386), ('get the color pink', -0.5497691929340363)]	['What causes pneumonia ?', 'What causes tuberculosis ?']
1	1	[('in japan', -0.2822607755661011), ('most popular', -0.30651944875717163)]	['What does the Peugeot company manufacture ?', 'What causes tuberculosis ?']
1	1	[('in baking soda', -0.2281477451324463), ('baking soda', -0.2803998589515686)]	['What are binomial coefficients ?', 'What does the Peugeot company manufacture ?']
5	5	[('thomas jefferson', -0.4811675250530243)]	['When did Charles Lindbergh die ?', 'When did Iraqi troops invade Kuwait ?']
5	5	[('should a refrigerator be', -0.23477226495742798), ('a refrigerator', -0.34508681297302246)]	['How long does a dog sleep ?', 'How fast is light ?']
5	5	[('the telephone', -0.4531363248825073)]	['When did Charles Lindbergh die ?', 'When did Amtrak begin operations ?']
1	1	[]	['What causes pneumonia ?', 'What color are tennis balls ?']
4	4	[('the united states', -0.757620558142662), ('in the united states', -0.8644553422927856)]	['Where is Logan Airport ?', 'Where is Romania located ?']
2	2	[('is schizophrenia', -0.660115048289299), ('what is schizophrenia', -0.7620949149131775)]	['What are binomial coefficients ?', 'What is probability theory ?']
2	2	[]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
2	3	[('jesse jackson', -0.34544533491134644)]	['What are binomial coefficients ?', 'What does the Peugeot company manufacture ?']
1	1	[]	['What is Bombay duck ?', 'What do river otters eat ?']
4	4	[('in utah', -0.7085198760032654)]	['Where is Romania located ?', 'Where is Glasgow ?']
5	5	[]	['When is Bastille Day ?', 'When is Boxing Day ?']
4	4	[('which state', -0.6674002856016159), ('the cats ##kill mountains', -0.7610486000776291)]	['Where is Romania located ?', 'Where is Mozambique located ?']
2	1	[]	['What is a dangling participle ?', 'Aspartame is also called what ?']
1	2	[('pediatric ##ians', -0.06407347321510315), ('what are pediatric ##ians', -0.33458083868026733)]	['What are binomial coefficients ?', 'What color are tennis balls ?']
1	3	[('benton ##ville , arkansas', 0.049465715885162354), ('benton ##ville', -0.05249488353729248)]	['Who won the Battle of Gettysburg ?', 'What U.S. Government agency registers trademarks ?']
1	2	[('solar cells', -0.11088398098945618), ('what are solar cells', -0.36021609604358673)]	['How does a hydroelectric dam work ?', 'What are binomial coefficients ?']
2	2	[('compound ##ed interest', -0.7864688113331795), ('is compound ##ed interest', -0.8274240307509899)]	['What are binomial coefficients ?', 'What is the function of RAM ?']
2	2	[('cape ##rs', -0.44941967725753784), ('are cape ##rs', -0.5103845745325089), ('what are cape ##rs', -0.5706031322479248)]	['How does a hydroelectric dam work ?', 'What are binomial coefficients ?']
2	2	[('an antigen', -0.4476534575223923), ('is an antigen', -0.5355962812900543), ('what is an antigen', -0.6110558807849884)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	1	[('does luxembourg use', -0.4877351224422455)]	['What does the Peugeot company manufacture ?', 'What color are tennis balls ?']
5	5	[('of venezuela', -0.3459056615829468), ('the population', -0.4678037166595459)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
1	1	[('of polymer', -0.38271474838256836), ('what type', -0.5010971426963806), ('bullet ##proof vest ##s', -0.6966283023357391)]	['What U.S. Government agency registers trademarks ?', 'What scale measures earthquakes ?']
1	1	[('does argentina use', -0.379750519990921)]	['What does the Peugeot company manufacture ?', 'What color are tennis balls ?']
2	2	[]	['How does a hydroelectric dam work ?', 'What are binomial coefficients ?']
4	4	[('the largest population', -0.6440058648586273), ('has the largest population', -0.8017762452363968)]	['Who wrote The Godfather ?', 'Where is Romania located ?']
1	1	[('cricket ##s', -0.5453037619590759)]	['What color are tennis balls ?', 'What is your favorite color ?']
4	4	[('of liberty', -0.44009721279144287), ('the statue', -0.6532967686653137), ('new york', -0.6839835941791534), ('the statue of liberty', -0.7875135242938995)]	['Where is Romania located ?', 'Who wrote The Godfather ?']
3	1	[('into space', -0.425776444375515), ('sent into space', -0.4825236350297928)]	"['What U.S. Government agency registers trademarks ?', ""What is Goldfinger 's first name ?""]"
1	1	[('of pure carbon', -0.40012985467910767), ('pure carbon', -0.40561264753341675), ('a form', -0.43995368480682373)]	['Who wrote The Godfather ?', 'Who painted the Sistine Chapel ?']
1	1	[('in a fluorescent bulb', -0.3404432535171509), ('of gas', -0.3644483983516693), ('a fluorescent bulb', -0.4074755907058716), ('what kind', -0.5386135876178741)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
1	4	[('runs through rowe', -0.03749397397041321), ('through rowe', -0.06966271996498108)]	['Who wrote The Godfather ?', 'Who won the Battle of Gettysburg ?']
2	2	[('cerebral pal ##sy', -0.6228206232190132), ('is cerebral pal ##sy', -0.6736961454153061)]	['What are binomial coefficients ?', 'What is endometriosis ?']
4	4	[('the gateway', -0.4982805550098419), ('the west', -0.5257081389427185), ('to the west', -0.6753124892711639)]	['Where is Romania located ?', 'Where is the Danube ?']
5	5	[('is the moon', -0.12054306268692017), ('the moon', -0.2466697096824646)]	['Where is Romania located ?', 'How fast is light ?']
2	1	[('natural gas', -0.5020671188831329), ('of natural gas', -0.5678669214248657)]	['What are binomial coefficients ?', 'What does the Peugeot company manufacture ?']
1	1	[('his historic 1961 flight', -0.3395671993494034), ('what spacecraft', -0.3542422354221344)]	['What U.S. Government agency registers trademarks ?', 'How many Canadians emmigrate each year ?']
2	2	[('pe ##ct ##in', -0.7050376385450363), ('is pe ##ct ##in', -0.7423211559653282)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('bio - diversity', -0.8348080664873123), ('is bio - diversity', -0.8757006078958511)]	['What are binomial coefficients ?', 'What is the function of RAM ?']
1	1	[('wall ##paper', -0.14170095324516296), ('to remove wall ##paper', -0.1653326153755188), ('remove wall ##paper', -0.16724616289138794)]	['How does a hydroelectric dam work ?', 'What are binomial coefficients ?']
5	5	[('start on its journey', -0.1867693066596985), ('on its journey', -0.258694589138031), ('its journey', -0.2730700969696045), ('the titanic', -0.35804909467697144)]	['What U.S. Government agency registers trademarks ?', 'When did Charles Lindbergh die ?']
5	5	[('of an apple', -0.4056745767593384), ('an apple', -0.41826266050338745), ('is water', -0.4319223165512085)]	['What U.S. Government agency registers trademarks ?', 'How long does a dog sleep ?']
3	3	[('the us', -0.7880285978317261), ('of the us', -0.8838827759027481)]	['Who painted the Sistine Chapel ?', 'Who won the Battle of Gettysburg ?']
5	1	[('they use in zambia', -0.33648794889450073), ('use in zambia', -0.35492923855781555), ('in zambia', -0.38714298605918884)]	['What U.S. Government agency registers trademarks ?', 'What does the Peugeot company manufacture ?']
5	5	[('a mile', -0.5325205624103546), ('in a mile', -0.5501813888549805)]	['What U.S. Government agency registers trademarks ?', 'How long does a dog sleep ?']
1	1	[('the births', -0.2565968632698059), ('of october', -0.2762380838394165)]	['What does the Peugeot company manufacture ?', 'What are binomial coefficients ?']
2	2	[('e - coli', -0.7001693844795227), ('is e - coli', -0.7422149702906609)]	['What does the Peugeot company manufacture ?', 'What are binomial coefficients ?']
